transaction_id,customer_age,customer_tenure_days,product_category,unit_price,quantity,discount_pct,total_amount,is_returning_customer,payment_method,day_of_week,is_fraud
73,50,39,Clothing,77.82,1,8.7,74.22,0,Credit Card,Sun,0
74,22,471,Electronics,60.55,2,18.4,116.93,1,Debit Card,Mon,0
75,48,842,Books,22.73,1,6.3,33.34,1,Credit Card,Wed,0
76,22,256,Electronics,18.54,5,12.6,62.97,0,COD,Mon,0
77,57,87,Electronics,19.12,2,7.3,28.43,0,Debit Card,Wed,0
78,39,438,Home,160.53,3,24.8,249.04,0,COD,Thu,0
79,18,85,Electronics,230.31,4,32.8,407.35,0,Credit Card,Fri,0
80,34,367,Beauty,77.71,3,21.1,184.75,0,Credit Card,Fri,0
81,44,1171,Home,78.29,2,20.1,133.56,1,PayPal,Mon,0
82,56,599,Books,14.08,3,13.0,46.89,0,Debit Card,Sat,0
83,52,444,Home,265.05,6,9.2,1204.27,0,Credit Card,Fri,0
84,51,395,Beauty,34.35,4,38.1,91.79,0,Credit Card,Sat,0
85,29,371,Sports,171.0,3,39.6,236.39,0,PayPal,Wed,0
86,20,208,Beauty,19.69,3,9.0,40.66,0,Credit Card,Sat,0
87,43,352,Beauty,45.27,2,7.3,139.78,0,PayPal,Sat,0
88,22,785,Books,43.94,3,45.0,67.9,0,Credit Card,Sat,0
89,42,319,Home,69.9,3,2.1,235.38,1,COD,Mon,0
90,41,92,Electronics,34.53,2,20.1,46.66,0,PayPal,Fri,0
91,31,91,Home,210.55,3,20.6,393.34,0,Debit Card,Tue,0
92,38,191,Books,50.17,6,29.0,291.57,0,PayPal,Fri,0
93,61,4,Clothing,53.65,2,31.7,66.53,0,PayPal,Tue,0
94,36,22,Clothing,25.88,1,11.5,34.92,0,COD,Fri,0
95,40,53,Electronics,349.42,4,20.4,1003.34,1,UPI,Tue,0
96,28,93,Sports,98.5,3,1.9,260.2,0,PayPal,Wed,0
97,37,19,Sports,139.87,2,39.4,191.33,0,Credit Card,Fri,0
98,20,487,Books,19.42,4,1.8,67.24,0,Credit Card,Sat,0
99,40,0,Home,309.7,2,14.4,522.52,0,Debit Card,Sun,0
100,41,831,Beauty,69.67,2,7.3,90.85,0,PayPal,Sun,0
101,36,1429,Clothing,89.97,4,18.6,234.43,1,Credit Card,Thu,0
102,35,249,Clothing,27.89,2,28.3,34.56,0,UPI,Sat,0
103,44,196,Electronics,66.78,5,11.7,297.43,0,Credit Card,Thu,0
104,43,158,Beauty,27.23,1,44.0,10.77,0,Debit Card,Fri,0
105,41,1203,Electronics,120.32,5,15.4,476.86,1,Debit Card,Mon,0
106,33,903,Sports,61.85,2,10.4,95.13,1,UPI,Sun,0
107,49,174,Sports,57.53,2,16.9,125.19,0,Debit Card,Mon,0
108,41,258,Clothing,3.0,2,10.7,7.22,0,Credit Card,Thu,0
109,23,264,Beauty,41.19,4,5.0,136.18,0,Debit Card,Sat,0
110,47,99,Clothing,204.13,3,30.7,355.97,0,Credit Card,Wed,0
111,41,43,Electronics,33.29,3,11.0,65.16,0,UPI,Fri,0
112,36,448,Sports,295.72,2,44.8,439.48,0,Debit Card,Mon,0
113,31,579,Clothing,202.37,4,3.7,692.97,1,Credit Card,Thu,0
114,48,337,Home,194.64,4,38.4,499.12,1,Credit Card,Fri,0
115,19,271,Sports,221.54,3,22.5,335.59,0,COD,Sun,0
116,19,269,Beauty,35.15,3,11.1,72.77,0,UPI,Wed,0
117,31,617,Books,132.77,5,10.8,614.41,1,Credit Card,Tue,0
118,62,635,Home,326.62,2,2.8,777.87,0,Debit Card,Mon,0
119,22,126,Clothing,56.45,2,8.4,95.61,0,PayPal,Tue,0
120,49,197,Sports,42.32,5,26.8,190.34,0,UPI,Wed,0
121,54,605,Sports,115.05,4,15.3,619.86,0,UPI,Fri,0
122,45,836,Clothing,160.54,4,45.0,413.53,1,PayPal,Tue,0
123,45,20,Electronics,23.71,2,15.4,29.73,0,Credit Card,Wed,0
124,49,773,Sports,119.01,3,33.9,162.81,1,PayPal,Sun,0
125,53,104,Home,133.67,2,24.3,155.41,1,PayPal,Mon,0
126,64,281,Sports,78.74,3,25.8,162.96,0,Debit Card,Fri,0
127,18,111,Home,299.88,2,19.8,554.08,1,Debit Card,Wed,0
128,61,936,Sports,235.27,4,39.7,544.55,1,Credit Card,Wed,0
129,21,431,Sports,293.08,3,8.5,788.18,1,Credit Card,Sun,0
130,39,41,Home,242.42,5,7.2,1040.83,0,Debit Card,Wed,0
131,35,319,Electronics,38.58,3,32.5,63.7,1,Debit Card,Sat,0
132,45,205,Beauty,28.15,3,12.4,85.47,0,Debit Card,Wed,0
133,69,1032,Books,22.08,2,45.0,22.78,1,UPI,Fri,0
134,38,292,Home,15.41,4,6.5,52.71,1,Debit Card,Fri,0
135,50,313,Books,34.5,2,20.2,56.73,1,Debit Card,Tue,0
136,18,170,Home,40.91,5,26.8,139.55,0,Credit Card,Fri,0
137,41,913,Books,52.4,2,1.9,134.17,0,Debit Card,Sat,0
138,24,2050,Sports,142.67,4,32.7,261.38,1,UPI,Fri,0
139,19,86,Clothing,39.99,3,27.0,81.82,0,PayPal,Wed,0
140,18,736,Sports,210.11,3,45.0,160.85,0,UPI,Thu,0
141,27,476,Clothing,98.09,2,16.7,165.44,1,UPI,Tue,0
142,57,4,Beauty,70.99,2,8.7,129.52,0,Debit Card,Fri,0
143,26,384,Electronics,67.8,3,29.0,157.44,0,Debit Card,Mon,0
144,28,381,Clothing,16.98,3,21.0,25.92,0,Credit Card,Thu,0
145,40,499,Clothing,66.76,5,39.1,278.06,1,UPI,Fri,0
146,41,4,Electronics,50.09,2,28.7,89.42,0,Credit Card,Wed,0
147,47,442,Beauty,20.44,3,6.5,42.36,0,Debit Card,Sat,0
148,53,44,Clothing,40.03,1,13.4,46.2,0,Credit Card,Sat,0
149,35,619,Sports,306.89,2,5.5,614.68,0,Debit Card,Thu,0
150,43,141,Electronics,85.2,2,45.0,109.72,0,UPI,Sat,0
151,36,75,Home,227.47,6,31.3,1103.76,1,Credit Card,Tue,0
152,44,139,Clothing,48.54,3,40.1,76.88,0,Credit Card,Thu,0
153,52,103,Clothing,14.16,6,26.4,47.21,0,UPI,Mon,0
154,50,109,Electronics,42.85,1,4.1,55.09,0,COD,Sat,0
155,41,687,Electronics,15.39,4,14.9,35.76,0,COD,Thu,0
156,25,746,Books,24.13,5,20.7,89.96,0,UPI,Sun,0
157,34,123,Sports,31.41,3,3.4,89.01,0,Credit Card,Sat,0
158,48,506,Electronics,52.91,1,17.4,40.87,0,Credit Card,Fri,0
159,37,749,Home,31.44,3,18.1,72.74,1,PayPal,Wed,0
160,57,1381,Electronics,119.67,6,27.2,558.58,0,Credit Card,Tue,0
161,24,970,Books,20.58,4,2.3,83.39,0,Debit Card,Tue,0
162,28,344,Books,33.64,1,12.0,35.9,0,PayPal,Mon,0
163,21,48,Sports,219.22,2,19.2,217.54,0,Credit Card,Wed,0
164,63,64,Books,19.66,3,42.9,44.83,0,Debit Card,Wed,0
165,34,333,Clothing,19.12,3,9.6,64.5,0,Credit Card,Fri,0
166,46,194,Beauty,53.89,6,6.2,410.67,0,Credit Card,Mon,0
167,38,125,Electronics,93.71,1,6.4,129.14,1,COD,Thu,0
168,46,292,Clothing,118.25,2,33.5,115.21,0,Debit Card,Tue,0
169,22,783,Books,25.21,3,8.3,64.13,1,Debit Card,Mon,0
170,23,486,Books,188.86,2,12.8,222.39,1,Credit Card,Fri,0
171,29,101,Beauty,30.36,6,32.6,140.36,0,Debit Card,Tue,0
172,41,273,Home,51.54,2,0.9,128.51,0,Credit Card,Tue,0
173,32,826,Electronics,260.91,3,16.6,487.94,1,Credit Card,Sat,0
174,39,623,Beauty,146.62,1,26.4,122.26,0,Debit Card,Thu,0
175,26,872,Beauty,96.13,3,13.6,239.79,1,UPI,Thu,0
176,47,1402,Electronics,21.08,3,24.2,34.29,1,PayPal,Fri,0
177,61,215,Clothing,42.4,2,20.4,67.86,0,Debit Card,Fri,0
178,37,112,Books,53.53,2,14.0,106.02,0,Debit Card,Sat,0
179,51,662,Sports,199.36,2,28.7,194.09,1,UPI,Fri,0
180,28,59,Home,68.18,2,11.2,100.95,0,Credit Card,Sun,0
181,29,398,Sports,286.8,4,13.4,720.65,0,UPI,Sun,0
182,36,310,Clothing,31.01,5,2.4,185.54,0,Credit Card,Wed,1
183,49,123,Electronics,26.73,4,22.6,89.94,0,Credit Card,Wed,0
184,35,827,Clothing,87.88,1,45.0,81.04,0,Credit Card,Fri,0
185,33,44,Sports,119.09,5,28.1,415.16,0,Debit Card,Wed,0
186,38,2,Books,25.91,3,3.1,59.82,0,PayPal,Fri,0
187,19,120,Clothing,126.65,3,21.0,315.24,0,Debit Card,Fri,0
188,47,149,Electronics,32.71,1,18.6,32.57,0,PayPal,Fri,0
189,51,129,Home,37.89,4,21.6,129.19,0,COD,Thu,0
190,18,32,Beauty,51.06,3,7.8,169.73,0,Credit Card,Sun,0
191,42,1585,Clothing,28.05,1,12.1,39.49,1,UPI,Wed,0
192,50,1171,Electronics,32.11,5,18.9,130.78,0,Credit Card,Sat,0
193,25,31,Electronics,50.92,2,20.7,104.5,0,PayPal,Sat,0
194,45,93,Beauty,99.51,3,2.0,382.48,0,COD,Sun,0
195,36,534,Beauty,54.9,3,4.4,150.1,0,Credit Card,Fri,0
196,25,405,Books,36.92,2,4.5,84.03,0,Credit Card,Sat,0
197,56,454,Home,47.16,6,28.5,225.84,0,UPI,Tue,0
198,39,55,Clothing,53.61,4,19.7,180.66,0,Credit Card,Thu,0
199,36,98,Electronics,15.77,2,43.1,14.2,0,UPI,Fri,0
200,34,155,Books,49.76,2,45.0,49.27,1,Debit Card,Sat,0
201,18,57,Books,16.47,2,5.2,26.42,0,Credit Card,Fri,0
202,31,32,Home,313.7,4,6.5,940.61,0,Debit Card,Thu,0
203,36,1070,Electronics,256.47,4,6.8,866.05,1,COD,Sat,0
204,54,596,Beauty,8.72,1,6.2,16.76,0,Debit Card,Fri,0
205,21,184,Electronics,89.69,2,2.3,240.15,0,Debit Card,Mon,0
206,49,1508,Clothing,25.42,1,27.4,33.55,0,Debit Card,Sun,0
207,45,465,Home,116.65,3,35.7,212.29,1,Credit Card,Sun,0
208,43,863,Books,60.19,2,24.4,121.54,1,Debit Card,Sun,0
209,30,475,Clothing,12.99,2,15.5,19.51,0,Debit Card,Tue,0
210,28,670,Clothing,50.57,2,27.1,60.21,1,Credit Card,Sat,0
211,54,0,Books,31.4,2,10.9,54.57,0,UPI,Sun,0
212,34,178,Beauty,31.69,4,29.0,91.57,0,Debit Card,Sun,0
213,35,501,Beauty,21.05,5,3.0,97.57,0,UPI,Sat,0
214,53,222,Sports,102.78,1,21.4,91.97,0,UPI,Sat,0
215,54,1198,Books,64.43,7,25.4,534.57,0,COD,Mon,0
216,37,435,Books,145.34,4,13.6,450.11,0,COD,Sat,0
217,33,197,Electronics,59.22,3,21.7,141.31,0,PayPal,Thu,0
218,54,54,Electronics,119.33,3,3.6,346.39,1,Credit Card,Sat,0
219,36,128,Home,37.12,2,16.8,55.67,0,Credit Card,Mon,0
220,40,97,Books,197.9,2,32.4,194.81,0,Credit Card,Sat,0
221,48,2,Clothing,74.37,3,41.1,153.92,0,Debit Card,Sat,0
222,18,360,Beauty,25.85,4,19.5,66.07,0,Debit Card,Mon,0
223,36,365,Electronics,100.51,2,28.7,109.58,0,COD,Wed,0
224,18,819,Electronics,151.2,4,45.0,335.02,0,Debit Card,Sun,0
225,34,19,Electronics,46.43,1,10.7,55.61,0,Credit Card,Wed,0
226,30,545,Electronics,36.49,2,18.4,71.6,0,Credit Card,Sat,0
227,21,243,Books,89.97,4,20.9,195.54,0,PayPal,Mon,0
228,40,220,Home,273.96,1,2.3,475.93,0,UPI,Fri,0
229,38,49,Electronics,16.1,4,26.9,33.03,0,Credit Card,Wed,0
230,25,1073,Sports,307.2,4,21.8,948.0,0,Debit Card,Sun,0
231,51,479,Electronics,44.67,1,18.4,58.15,0,Debit Card,Tue,0
232,37,594,Electronics,26.67,2,33.5,32.37,0,Credit Card,Fri,0
233,43,566,Clothing,22.31,4,34.4,54.58,1,PayPal,Sun,0
234,18,796,Electronics,393.87,3,11.8,1041.35,1,Debit Card,Mon,0
235,61,105,Clothing,290.28,3,17.0,818.48,0,UPI,Tue,0
236,35,161,Beauty,30.73,3,5.0,62.36,0,Credit Card,Sun,0
237,44,1541,Clothing,40.31,1,31.2,33.91,1,Debit Card,Fri,0
238,36,803,Clothing,12.42,4,7.5,45.41,1,Credit Card,Sun,0
239,38,589,Books,31.13,3,36.6,45.0,0,Credit Card,Wed,0
240,18,1332,Clothing,12.98,3,30.2,22.99,0,Credit Card,Sun,0
241,43,506,Beauty,112.59,7,44.8,662.61,0,Credit Card,Sun,0
242,24,43,Books,45.47,5,13.0,257.6,0,PayPal,Sat,0
243,46,95,Sports,253.35,5,27.8,945.32,0,Credit Card,Fri,0
244,31,399,Beauty,21.17,7,29.5,112.91,1,Credit Card,Sun,0
245,44,130,Home,63.94,2,19.6,77.18,0,UPI,Tue,0
246,54,521,Sports,375.93,4,39.6,1227.42,1,Credit Card,Wed,0
247,26,145,Beauty,49.49,1,26.7,57.83,1,UPI,Wed,0
248,39,101,Beauty,25.55,2,4.7,38.89,0,Credit Card,Fri,0
249,45,344,Sports,222.6,3,7.6,548.82,1,Credit Card,Wed,0
250,42,168,Books,29.95,4,27.7,82.58,0,Credit Card,Sat,0
251,56,171,Electronics,90.67,2,5.0,168.64,1,Credit Card,Tue,0
252,35,557,Home,47.23,3,23.5,130.57,0,Credit Card,Tue,0
253,34,243,Electronics,147.09,6,8.9,823.87,0,Debit Card,Tue,0
254,30,694,Clothing,14.23,4,2.7,55.05,0,Credit Card,Sat,0
255,37,140,Beauty,7.12,4,3.7,33.65,0,PayPal,Thu,0
256,29,231,Books,32.92,3,32.7,57.63,0,COD,Tue,0
257,37,294,Electronics,31.13,1,1.7,37.9,0,UPI,Fri,0
258,48,292,Books,29.51,3,22.4,60.65,0,COD,Tue,0
259,49,215,Electronics,215.57,3,1.8,501.72,0,UPI,Wed,0
260,35,667,Beauty,53.77,2,10.7,94.35,1,PayPal,Sat,0
261,55,992,Sports,150.47,5,16.4,471.4,0,COD,Sat,0
262,21,250,Beauty,31.24,3,34.4,52.86,0,UPI,Mon,0
263,26,663,Electronics,59.47,2,14.5,72.43,0,Credit Card,Tue,0
264,18,614,Home,42.77,1,0.4,58.19,0,Credit Card,Mon,0
265,26,88,Electronics,239.08,2,10.0,267.98,0,Credit Card,Sun,0
266,46,207,Electronics,60.95,2,8.4,118.77,0,Credit Card,Mon,0
267,26,74,Books,31.16,4,32.0,94.79,0,UPI,Fri,0
268,18,73,Sports,183.72,3,18.4,230.32,0,Debit Card,Sat,0
269,43,16,Home,158.71,2,27.5,188.77,0,PayPal,Sun,0
270,34,97,Beauty,51.21,6,18.9,426.63,1,Debit Card,Sat,0
271,50,531,Clothing,106.78,2,1.5,194.09,1,UPI,Sat,0
272,30,26,Beauty,7.59,1,13.4,6.22,0,Debit Card,Sun,0
273,59,382,Books,44.2,1,6.5,61.51,0,PayPal,Fri,0
274,43,959,Clothing,31.01,2,11.6,44.19,0,PayPal,Tue,0
275,34,152,Sports,235.43,1,9.2,167.88,0,Credit Card,Sun,0
276,50,1765,Electronics,132.35,4,15.1,390.2,1,PayPal,Fri,0
277,43,135,Books,225.67,2,12.6,271.49,0,Debit Card,Thu,0
278,42,9,Clothing,236.29,4,20.1,632.17,0,Debit Card,Sat,0
279,19,124,Home,126.46,2,4.8,206.47,0,Debit Card,Fri,0
280,29,279,Home,67.47,4,39.2,166.96,0,Credit Card,Sat,0
281,18,256,Clothing,42.63,5,25.3,128.99,0,UPI,Tue,0
282,38,295,Beauty,36.58,4,36.6,108.14,0,UPI,Tue,1
283,26,26,Home,26.73,5,10.2,125.62,0,PayPal,Mon,0
284,46,180,Home,137.62,4,22.3,327.1,0,Credit Card,Sun,0
285,47,1381,Beauty,34.49,4,23.6,94.11,0,Credit Card,Sun,0
286,48,831,Books,82.78,2,8.0,141.65,0,PayPal,Tue,0
287,31,415,Electronics,40.23,3,15.3,99.23,0,Credit Card,Mon,0
288,28,399,Sports,149.89,6,31.4,717.04,0,Credit Card,Sat,0
289,34,1354,Beauty,77.13,2,20.8,121.15,1,Debit Card,Tue,0
290,32,44,Books,56.47,3,21.5,127.43,0,UPI,Tue,0
291,33,1123,Sports,88.27,3,45.0,152.71,0,UPI,Fri,0
292,43,1876,Beauty,40.68,7,15.5,379.72,1,UPI,Sun,0
293,33,732,Electronics,45.41,5,6.2,180.97,1,UPI,Fri,0
294,47,174,Sports,80.37,2,32.6,89.65,1,Debit Card,Mon,0
295,44,831,Electronics,28.05,4,10.4,108.68,1,COD,Thu,0
296,44,300,Clothing,86.68,1,5.1,129.1,1,UPI,Sun,0
297,42,124,Electronics,66.39,4,14.6,245.91,0,Credit Card,Wed,0
298,26,354,Books,35.54,5,37.9,100.14,0,COD,Thu,0
299,46,82,Electronics,57.01,5,39.6,232.35,0,Credit Card,Sat,0
300,43,90,Sports,214.97,3,4.0,415.16,1,PayPal,Mon,0
301,53,315,Books,23.13,2,8.4,34.81,1,Debit Card,Fri,0
302,39,824,Home,242.39,1,24.0,198.23,1,Debit Card,Sat,0
303,29,195,Home,45.26,2,17.0,88.1,0,Credit Card,Mon,0
304,36,83,Beauty,38.4,2,1.2,77.83,0,Credit Card,Mon,0
305,35,60,Sports,258.54,5,5.5,1198.13,0,Credit Card,Sun,0
306,31,21,Clothing,49.25,4,9.8,156.17,0,UPI,Mon,0
307,51,384,Clothing,56.22,4,18.2,175.97,0,UPI,Fri,0
308,40,180,Books,81.6,3,29.1,186.78,0,PayPal,Tue,0
309,53,1018,Electronics,23.21,3,19.8,34.89,0,Credit Card,Fri,0
310,59,31,Beauty,21.9,4,29.0,60.52,0,Credit Card,Thu,0
311,31,668,Electronics,42.89,3,39.6,62.98,0,UPI,Mon,0
312,18,389,Electronics,26.03,1,1.7,43.65,0,COD,Sat,0
313,18,32,Beauty,32.02,3,25.7,65.52,0,Credit Card,Wed,0
314,61,949,Beauty,31.08,3,2.2,90.88,1,UPI,Sun,0
315,38,174,Clothing,43.58,2,13.2,95.09,0,Credit Card,Sun,0
316,24,648,Clothing,85.7,5,35.7,265.93,1,Credit Card,Fri,0
317,36,274,Beauty,12.13,3,4.4,26.39,1,Credit Card,Mon,0
318,30,85,Books,19.0,1,17.4,10.96,0,PayPal,Mon,0
319,27,9,Home,54.37,3,4.8,140.83,0,UPI,Sun,0
320,42,15,Electronics,21.46,3,15.3,69.16,0,COD,Sun,0
321,56,640,Books,118.25,2,18.3,164.9,0,Debit Card,Sat,0
322,37,18,Beauty,21.13,4,39.5,51.8,0,Credit Card,Sat,0
323,61,500,Home,138.87,2,14.9,163.65,0,UPI,Tue,0
324,40,227,Electronics,85.96,2,18.1,153.37,0,Credit Card,Tue,0
325,21,59,Electronics,42.01,2,15.1,83.3,0,Debit Card,Fri,0
326,34,1215,Electronics,122.34,2,17.0,156.08,0,PayPal,Wed,0
327,44,184,Beauty,15.81,6,21.5,76.05,0,Debit Card,Sun,0
328,43,355,Home,42.14,4,3.4,143.39,0,Credit Card,Sun,0
329,47,51,Sports,27.84,4,11.7,65.39,0,COD,Thu,0
330,37,364,Home,26.31,3,1.9,76.43,1,PayPal,Mon,0
331,43,126,Books,49.26,3,23.8,111.39,0,UPI,Thu,0
332,41,301,Home,129.55,3,0.5,458.21,1,COD,Sat,0
333,29,1208,Sports,99.11,3,33.1,237.03,0,UPI,Wed,0
334,18,1569,Beauty,39.94,2,28.4,61.06,1,Credit Card,Tue,0
335,37,185,Beauty,168.81,2,38.9,145.47,0,Credit Card,Wed,0
336,62,82,Clothing,175.33,2,37.2,236.34,0,UPI,Mon,0
337,18,157,Beauty,40.05,2,14.9,62.93,0,Credit Card,Tue,0
338,38,386,Clothing,346.24,5,3.1,1500.13,0,UPI,Tue,0
339,39,121,Electronics,235.8,2,37.4,380.02,0,UPI,Tue,0
340,59,93,Beauty,14.16,3,32.4,33.0,0,Credit Card,Sat,0
341,36,24,Home,16.33,4,45.0,38.62,0,UPI,Tue,0
342,34,457,Books,43.0,3,24.3,77.77,0,Credit Card,Wed,0
343,51,719,Electronics,282.45,4,15.1,866.96,1,Debit Card,Tue,0
344,56,598,Clothing,35.11,2,8.0,76.52,1,UPI,Wed,0
345,25,186,Clothing,56.12,1,25.8,72.33,0,Credit Card,Wed,0
346,40,411,Sports,82.4,4,24.2,236.3,0,UPI,Thu,0
347,38,429,Beauty,103.61,2,2.8,239.03,0,Credit Card,Mon,0
348,45,579,Beauty,18.64,2,16.3,25.88,0,COD,Thu,0
349,31,163,Home,74.4,3,40.5,132.37,1,UPI,Sat,0
350,34,1789,Home,117.18,6,18.1,572.75,1,Credit Card,Sun,0
351,46,45,Beauty,26.82,1,40.3,24.84,0,UPI,Thu,0
352,47,452,Clothing,70.22,3,7.7,215.96,0,PayPal,Wed,0
353,47,474,Home,111.49,4,24.6,348.53,1,Debit Card,Sun,0
354,47,652,Sports,186.99,7,11.2,1003.37,0,Credit Card,Tue,0
355,49,619,Clothing,36.03,5,4.2,150.21,0,COD,Sat,0
356,44,11,Clothing,20.79,5,28.8,78.41,0,Credit Card,Thu,0
357,33,149,Books,17.26,5,24.0,48.09,0,UPI,Wed,0
358,46,781,Home,113.62,2,19.2,160.93,1,COD,Sat,0
359,18,41,Home,171.02,3,11.3,364.25,0,Credit Card,Mon,0
360,35,317,Clothing,121.41,2,30.9,150.08,0,UPI,Fri,0
361,37,50,Beauty,6.46,3,8.0,20.92,0,UPI,Tue,0
362,38,302,Home,259.06,2,28.1,369.47,0,UPI,Tue,0
363,51,355,Beauty,11.3,5,4.7,58.52,0,PayPal,Sun,0
364,46,114,Clothing,215.95,5,19.3,935.98,0,Debit Card,Tue,0
365,54,89,Clothing,37.9,3,15.7,65.16,0,PayPal,Thu,0
366,47,140,Clothing,84.15,2,45.0,121.39,0,Credit Card,Thu,0
367,47,359,Home,215.73,3,9.1,568.94,0,Debit Card,Wed,0
368,42,1048,Clothing,65.76,3,4.6,156.25,0,Debit Card,Thu,0
