transaction_id,customer_age,customer_tenure_days,product_category,unit_price,quantity,discount_pct,total_amount,is_returning_customer,payment_method,day_of_week,is_fraud
58,56,172,Electronics,283.14,5,36.2,903.22,0,Debit Card,Sat,0
59,28,384,Beauty,42.64,3,4.5,122.16,0,Debit Card,Wed,0
60,50,1097,Electronics,245.2,2,27.2,357.01,1,COD,Sun,0
61,18,436,Home,74.37,3,16.5,186.3,0,Credit Card,Mon,0
62,34,57,Home,186.99,3,27.8,405.02,0,Credit Card,Mon,0
63,40,897,Electronics,218.94,2,26.2,323.16,1,Credit Card,Sat,0
64,45,529,Electronics,236.29,3,14.7,604.67,0,Credit Card,Wed,0
65,47,785,Electronics,195.56,1,40.8,115.77,1,UPI,Tue,0
66,48,910,Electronics,231.95,2,9.2,421.22,1,PayPal,Wed,0
67,34,121,Home,123.72,3,7.5,343.32,0,Debit Card,Mon,0
68,32,160,Electronics,199.79,2,3.4,385.99,0,Credit Card,Fri,0
69,48,574,Beauty,14.34,5,23.1,55.14,0,Debit Card,Thu,0
70,36,23,Sports,71.82,5,12.7,313.49,1,Debit Card,Tue,0
71,23,152,Clothing,30.85,3,2.1,90.61,0,Credit Card,Sat,0
72,24,173,Electronics,285.23,6,11.3,1517.99,0,Credit Card,Sat,1
73,27,806,Clothing,44.98,3,45.0,74.22,1,Credit Card,Fri,0
74,44,1139,Sports,83.47,1,16.4,69.78,1,UPI,Sun,0
75,40,64,Clothing,32.29,1,10.5,28.9,0,Debit Card,Wed,0
76,46,275,Electronics,182.42,4,42.7,418.11,0,PayPal,Wed,0
77,33,525,Sports,53.27,1,11.0,47.41,0,Credit Card,Sat,0
78,40,167,Home,54.77,5,21.7,214.42,0,Credit Card,Tue,0
79,46,304,Clothing,66.4,5,6.2,311.42,1,Credit Card,Sun,0
80,34,104,Sports,33.97,4,32.8,91.31,0,UPI,Tue,0
81,43,582,Sports,88.09,4,8.1,323.82,0,Credit Card,Tue,0
82,30,568,Home,99.61,2,16.7,165.95,1,Credit Card,Thu,0
83,34,225,Clothing,41.97,2,37.0,52.88,0,PayPal,Mon,0
84,33,172,Home,98.55,6,4.3,565.87,0,PayPal,Fri,0
85,24,123,Electronics,245.88,3,38.8,451.44,0,UPI,Sat,0
86,44,30,Home,81.83,2,2.0,160.39,0,UPI,Wed,0
87,32,324,Clothing,49.95,2,28.6,71.33,1,UPI,Wed,0
88,38,832,Books,23.25,2,16.5,38.83,1,UPI,Sat,0
89,44,52,Beauty,21.55,2,45.0,23.7,0,Credit Card,Thu,0
90,43,211,Sports,67.73,3,25.0,152.39,1,Debit Card,Thu,0
91,46,853,Beauty,11.96,2,11.9,21.07,1,Credit Card,Thu,0
92,37,673,Electronics,111.97,2,43.6,126.3,0,Debit Card,Sun,0
93,33,519,Electronics,268.06,3,45.0,442.3,0,UPI,Mon,0
94,37,6,Home,77.16,2,8.1,141.82,0,Debit Card,Fri,0
95,18,450,Clothing,33.38,2,16.6,55.68,0,Credit Card,Thu,0
96,21,142,Electronics,215.95,4,13.9,743.73,0,COD,Wed,0
97,22,573,Beauty,26.12,7,21.2,144.08,0,Credit Card,Wed,0
98,26,101,Clothing,31.84,6,18.8,155.12,1,Credit Card,Thu,0
99,43,1,Electronics,123.96,4,21.7,388.24,0,Debit Card,Mon,0
100,27,281,Home,38.59,2,2.8,75.02,1,Debit Card,Thu,0
101,33,136,Sports,77.71,5,26.9,284.03,0,Credit Card,Sun,0
102,54,352,Books,25.13,3,32.1,51.19,1,Credit Card,Sat,0
103,34,131,Electronics,308.89,5,8.1,1419.35,0,COD,Wed,1
104,47,598,Home,82.75,3,8.9,226.16,1,Debit Card,Mon,0
105,27,276,Sports,67.94,5,22.4,263.61,0,Debit Card,Thu,0
106,36,117,Electronics,210.55,5,34.3,691.66,0,Credit Card,Wed,0
107,27,505,Books,11.68,3,27.2,25.51,0,Debit Card,Mon,0
108,34,953,Books,16.2,3,17.6,40.05,1,Debit Card,Wed,0
109,48,911,Books,21.4,3,2.3,62.72,0,Debit Card,Sun,0
110,18,1523,Electronics,143.06,1,19.3,115.45,1,Credit Card,Sun,0
111,43,472,Sports,78.45,3,45.0,129.44,0,Debit Card,Tue,0
112,41,379,Clothing,78.6,4,1.9,308.43,0,Credit Card,Tue,0
113,31,31,Electronics,393.21,2,16.3,658.23,0,Credit Card,Sun,0
114,21,101,Electronics,181.27,3,22.4,422.0,0,COD,Sat,0
115,39,145,Home,70.23,1,7.6,64.89,0,Credit Card,Sat,0
116,32,308,Electronics,181.2,1,26.5,133.18,0,Debit Card,Fri,0
117,41,691,Beauty,28.21,1,7.5,26.09,0,Debit Card,Thu,0
118,38,243,Beauty,29.45,2,20.4,46.88,0,UPI,Mon,0
119,57,115,Electronics,155.14,2,20.4,246.98,0,Credit Card,Sun,0
120,35,200,Beauty,17.87,5,9.6,80.77,0,COD,Sun,0
121,26,15,Sports,61.06,1,16.5,50.99,0,PayPal,Wed,0
122,40,122,Electronics,63.94,3,45.0,105.5,0,Credit Card,Tue,0
123,41,17,Books,19.18,3,29.4,40.62,0,UPI,Thu,0
124,54,292,Sports,43.11,1,16.8,35.87,1,PayPal,Sun,0
125,48,1049,Beauty,39.42,1,18.4,32.17,1,PayPal,Thu,0
126,42,218,Home,132.26,2,5.3,250.5,0,Debit Card,Sun,0
127,56,561,Sports,87.29,3,11.3,232.28,0,UPI,Fri,0
128,24,466,Books,7.54,2,25.0,11.31,0,UPI,Thu,0
129,30,387,Clothing,30.25,2,11.9,53.3,1,Credit Card,Sat,0
130,27,719,Clothing,33.84,2,7.8,62.4,0,Debit Card,Sun,0
131,33,338,Home,96.53,3,18.0,237.46,0,Debit Card,Sat,0
132,21,390,Clothing,25.3,2,33.5,33.65,0,COD,Sun,0
133,46,166,Clothing,73.29,6,16.4,367.62,0,Debit Card,Thu,0
134,35,543,Electronics,195.96,1,29.3,138.54,1,Credit Card,Mon,0
135,20,85,Beauty,35.74,4,6.3,133.95,0,Credit Card,Mon,0
136,26,500,Books,3.0,5,17.7,12.34,1,PayPal,Tue,0
137,42,1538,Clothing,32.54,4,2.1,127.43,1,UPI,Sat,0
138,48,121,Clothing,23.1,3,4.7,66.04,0,COD,Wed,0
139,62,542,Electronics,314.52,3,31.1,650.11,0,PayPal,Tue,0
140,73,564,Electronics,208.0,2,26.2,307.01,0,PayPal,Sun,0
141,43,30,Books,24.98,2,5.6,47.16,1,Debit Card,Sun,0
142,26,448,Electronics,224.94,2,12.2,394.99,0,UPI,Mon,0
143,18,287,Sports,70.69,4,14.6,241.48,0,Debit Card,Fri,0
144,41,253,Clothing,39.99,3,42.6,68.86,0,Credit Card,Wed,0
145,28,834,Electronics,204.87,2,20.0,327.79,1,Debit Card,Wed,0
146,33,154,Beauty,29.05,3,20.8,69.02,0,PayPal,Thu,0
147,31,1541,Clothing,51.86,2,7.2,96.25,1,UPI,Fri,0
148,36,285,Clothing,52.35,4,15.3,177.36,1,PayPal,Sun,0
149,51,32,Electronics,588.53,1,1.4,580.29,0,PayPal,Fri,0
150,40,38,Books,33.63,2,14.3,57.64,0,Credit Card,Sat,0
151,36,690,Clothing,24.15,2,9.1,43.9,1,COD,Tue,0
152,26,581,Beauty,28.53,1,41.7,16.63,0,Credit Card,Wed,0
153,18,481,Books,3.62,2,26.4,5.33,0,Credit Card,Sat,0
154,32,36,Beauty,46.96,7,30.6,228.13,1,Credit Card,Wed,0
155,37,404,Books,15.52,2,15.1,26.35,0,Credit Card,Tue,0
156,59,2210,Beauty,35.29,3,35.3,68.5,1,Credit Card,Sat,0
157,40,574,Books,9.14,2,23.3,14.02,0,Credit Card,Mon,0
158,50,115,Home,60.19,5,3.1,291.62,0,COD,Sat,0
159,32,598,Books,33.84,3,17.3,83.96,1,Debit Card,Wed,0
160,24,28,Books,9.92,2,32.9,13.31,0,Credit Card,Wed,0
161,26,146,Electronics,155.11,3,2.3,454.63,0,Debit Card,Sun,0
162,29,954,Books,14.2,3,41.2,25.05,1,Debit Card,Fri,0
163,64,619,Clothing,31.13,2,16.4,52.05,1,UPI,Sun,0
164,28,601,Home,75.5,2,15.7,127.29,0,Debit Card,Thu,0
165,48,422,Electronics,132.32,3,29.1,281.44,0,PayPal,Sat,0
166,27,811,Electronics,166.93,5,29.7,586.76,0,Credit Card,Tue,0
167,49,137,Electronics,190.17,2,3.4,367.41,0,UPI,Thu,0
168,43,1105,Electronics,325.67,2,24.5,491.76,1,UPI,Wed,0
169,36,621,Electronics,258.8,3,32.7,522.52,0,Credit Card,Wed,0
170,38,35,Electronics,275.09,2,7.0,511.67,0,Debit Card,Thu,0
171,30,671,Home,84.39,4,15.9,283.89,0,UPI,Mon,0
172,43,335,Clothing,60.02,1,21.0,47.42,0,Credit Card,Fri,0
173,33,327,Sports,44.2,4,30.6,122.7,0,Credit Card,Mon,0
174,23,681,Beauty,23.21,3,2.3,68.03,0,Credit Card,Tue,0
175,23,178,Electronics,253.73,3,2.5,742.16,0,Credit Card,Fri,0
176,40,32,Clothing,40.81,4,43.6,92.07,0,Credit Card,Sun,0
177,57,1296,Home,100.96,4,12.6,352.96,1,PayPal,Sat,0
178,40,1296,Clothing,42.49,2,25.2,63.57,1,Credit Card,Wed,0
179,37,597,Home,138.96,2,15.2,235.68,0,Debit Card,Sun,0
180,41,617,Books,30.23,3,19.7,72.82,0,UPI,Mon,0
181,54,647,Books,24.06,1,8.4,22.04,1,COD,Mon,0
182,41,1970,Clothing,24.31,2,14.7,41.47,1,PayPal,Tue,0
183,33,36,Books,11.03,2,2.8,21.44,0,Debit Card,Wed,0
184,51,21,Clothing,32.88,1,15.6,27.75,0,Credit Card,Sun,0
185,43,127,Beauty,40.14,3,6.9,112.11,0,Debit Card,Sat,0
186,56,361,Sports,82.81,2,30.6,114.94,0,UPI,Fri,0
187,40,575,Clothing,31.37,2,18.3,51.26,1,Credit Card,Thu,0
188,23,294,Beauty,23.04,5,17.8,94.69,0,Credit Card,Mon,0
189,22,447,Beauty,17.88,3,18.3,43.82,1,Credit Card,Tue,0
190,58,239,Home,106.33,4,13.3,368.75,0,Debit Card,Thu,0
191,59,257,Electronics,216.57,2,25.7,321.82,0,Credit Card,Tue,0
192,36,184,Beauty,39.54,2,33.3,52.75,0,COD,Fri,0
193,33,373,Clothing,53.55,3,15.6,135.59,0,Debit Card,Sat,0
194,56,53,Electronics,272.38,1,17.1,225.8,0,PayPal,Mon,0
195,25,34,Books,3.0,3,9.2,8.17,0,UPI,Fri,0
196,27,277,Home,65.68,2,16.2,110.08,1,UPI,Thu,0
197,46,175,Electronics,306.66,2,12.4,537.27,1,Credit Card,Thu,0
198,33,177,Sports,49.69,6,24.3,225.69,0,PayPal,Mon,0
199,38,927,Clothing,25.46,3,34.5,50.03,0,PayPal,Fri,0
200,36,2209,Home,118.22,2,17.3,195.54,1,Debit Card,Fri,0
201,42,384,Books,17.11,2,9.2,31.07,0,UPI,Wed,0
202,55,69,Electronics,319.11,1,28.5,228.16,0,Debit Card,Thu,0
203,39,613,Books,18.48,3,15.0,47.12,0,Credit Card,Sat,0
204,46,328,Books,21.14,4,45.0,46.51,0,Credit Card,Thu,0
205,18,569,Home,133.03,3,13.5,345.21,0,PayPal,Sun,0
206,37,402,Home,56.45,5,25.7,209.71,1,Debit Card,Sun,0
207,28,47,Sports,99.12,6,21.0,469.83,0,UPI,Sun,0
208,23,424,Sports,47.97,1,28.5,34.3,0,UPI,Mon,0
209,27,414,Electronics,232.86,4,45.0,512.29,0,PayPal,Sun,0
210,34,1450,Clothing,47.79,3,9.1,130.32,1,Debit Card,Fri,0
211,49,958,Home,84.1,4,45.0,185.02,0,Credit Card,Mon,0
212,22,1740,Sports,45.95,3,11.2,122.41,0,Debit Card,Fri,0
213,38,1142,Beauty,26.36,5,14.3,112.95,1,Debit Card,Sat,0
214,32,49,Clothing,31.55,4,9.4,114.34,0,PayPal,Thu,0
215,34,26,Sports,119.23,2,2.8,231.78,0,Debit Card,Sat,0
216,50,836,Clothing,38.03,3,14.6,97.43,1,Debit Card,Sat,0
217,44,609,Clothing,67.51,4,18.6,219.81,0,UPI,Thu,0
218,54,39,Books,35.39,2,22.6,54.78,0,UPI,Fri,0
219,36,57,Clothing,51.1,1,8.7,46.65,0,Debit Card,Sat,0
220,30,506,Books,12.37,2,18.5,20.16,1,UPI,Mon,0
221,35,238,Clothing,48.16,3,10.8,128.88,0,Debit Card,Sat,0
222,41,544,Beauty,36.65,4,16.0,123.14,0,Debit Card,Mon,0
223,40,172,Sports,62.15,5,5.8,292.73,0,Debit Card,Sat,0
224,25,115,Clothing,26.01,2,10.7,46.45,0,UPI,Wed,0
225,39,1309,Home,48.23,3,18.7,117.63,1,Debit Card,Sun,0
226,41,159,Books,32.32,3,19.0,78.54,0,UPI,Sun,0
227,68,959,Electronics,87.49,3,34.5,171.92,1,Debit Card,Tue,0
228,61,155,Beauty,32.13,4,42.5,73.9,0,Credit Card,Fri,0
229,28,1,Home,76.89,3,42.1,133.56,0,Debit Card,Mon,0
230,35,5,Electronics,232.74,3,16.7,581.62,0,Debit Card,Sun,0
231,20,282,Beauty,20.13,3,12.0,53.14,0,PayPal,Sun,0
232,31,482,Home,97.55,4,8.8,355.86,0,UPI,Thu,0
233,42,42,Electronics,236.45,7,6.9,1540.94,0,Credit Card,Wed,0
234,52,190,Electronics,578.24,2,10.0,1040.83,0,PayPal,Fri,0
235,29,224,Beauty,31.4,6,26.2,139.04,0,PayPal,Sat,0
236,30,220,Sports,96.18,3,2.8,280.46,0,UPI,Sun,0
237,18,626,Clothing,26.63,1,45.0,14.65,0,Debit Card,Thu,0
238,36,196,Electronics,314.4,5,42.7,900.76,0,Credit Card,Thu,0
239,25,353,Electronics,238.13,5,23.2,914.42,0,Credit Card,Thu,0
240,32,323,Books,16.18,6,4.0,93.2,0,Debit Card,Tue,0
241,27,194,Clothing,49.7,1,15.2,42.15,0,PayPal,Mon,0
242,37,54,Home,162.94,4,45.0,358.47,0,COD,Sun,0
243,18,139,Clothing,49.2,3,31.5,101.11,0,Debit Card,Thu,0
244,20,1,Home,57.6,3,45.0,95.04,0,PayPal,Sat,0
245,64,233,Books,30.11,7,6.7,196.65,1,PayPal,Sat,0
246,23,458,Home,110.8,2,12.5,193.9,0,Credit Card,Thu,0
247,25,384,Electronics,257.3,1,3.0,249.58,1,Debit Card,Wed,0
248,60,839,Home,65.88,1,10.5,58.96,1,Credit Card,Sun,0
249,73,330,Home,128.76,2,33.9,170.22,0,Debit Card,Sat,0
250,24,116,Home,53.22,4,41.3,124.96,0,UPI,Sat,0
251,34,105,Electronics,256.47,4,8.7,936.63,0,UPI,Tue,0
252,42,522,Electronics,165.95,3,8.7,454.54,0,PayPal,Tue,0
253,59,47,Home,94.16,2,9.0,171.37,0,UPI,Sun,0
254,26,42,Clothing,37.19,2,21.5,58.39,0,Credit Card,Thu,0
255,35,1277,Books,28.83,3,14.4,74.04,1,Debit Card,Mon,0
256,47,270,Clothing,51.8,3,1.9,152.45,0,Credit Card,Sat,0
257,43,255,Clothing,69.97,5,33.7,231.95,1,Credit Card,Mon,0
258,33,406,Books,46.59,3,9.2,126.91,0,PayPal,Wed,0
259,36,929,Clothing,45.74,4,39.2,111.24,0,PayPal,Wed,0
260,22,722,Electronics,372.16,1,31.6,254.56,0,Credit Card,Wed,0
261,35,267,Beauty,23.49,1,4.9,22.34,1,UPI,Sat,0
262,35,531,Home,137.83,3,38.4,254.71,0,Credit Card,Tue,0
263,41,271,Sports,45.23,1,37.3,28.36,0,Credit Card,Tue,0
264,31,903,Electronics,218.59,3,45.0,360.67,1,Debit Card,Thu,0
265,44,448,Beauty,36.2,4,10.9,129.02,1,Debit Card,Sun,0
266,50,370,Beauty,38.25,4,2.7,148.87,0,PayPal,Mon,0
267,40,387,Electronics,140.93,4,34.1,371.49,0,PayPal,Sat,0
268,42,54,Home,68.84,3,31.5,141.47,0,PayPal,Sun,0
269,39,929,Books,22.9,4,33.5,60.91,0,Debit Card,Mon,0
270,38,1212,Home,79.13,3,45.0,130.56,1,Credit Card,Tue,0
271,29,81,Clothing,27.59,1,4.5,26.35,0,Credit Card,Mon,0
272,42,21,Sports,58.53,3,7.7,162.07,1,COD,Fri,0
273,37,217,Books,16.67,4,3.5,64.35,0,Credit Card,Sun,0
274,63,194,Sports,63.83,6,26.2,282.64,0,Debit Card,Sat,0
275,57,370,Beauty,36.11,3,40.8,64.13,0,UPI,Fri,0
276,43,85,Beauty,35.31,2,15.3,59.82,0,Debit Card,Sun,0
277,29,159,Books,8.36,3,27.1,18.28,0,COD,Thu,0
278,25,280,Books,7.79,2,18.1,12.76,1,COD,Sun,0
279,52,41,Sports,83.02,2,6.0,156.08,0,UPI,Tue,0
280,41,81,Books,16.68,1,2.7,16.23,0,Debit Card,Sat,0
281,44,561,Electronics,191.59,2,34.8,249.83,0,UPI,Mon,0
282,18,47,Home,41.16,4,13.5,142.41,0,PayPal,Mon,0
283,49,1230,Electronics,217.8,2,8.0,400.75,0,UPI,Thu,0
284,43,438,Sports,67.71,6,25.0,304.7,1,Credit Card,Sat,0
285,25,796,Books,3.0,4,4.8,11.42,1,Credit Card,Mon,0
286,32,77,Home,58.28,2,16.8,96.98,0,Debit Card,Sat,0
287,41,163,Electronics,133.76,2,3.8,257.35,0,Debit Card,Sun,0
288,39,669,Home,119.2,4,7.3,441.99,1,Debit Card,Mon,0
289,34,240,Clothing,23.04,3,10.0,62.21,1,UPI,Mon,0
290,37,1615,Books,16.91,2,9.2,30.71,1,UPI,Sat,0
291,35,531,Books,21.34,2,39.2,25.95,1,Credit Card,Tue,0
292,40,1794,Home,97.32,2,11.0,173.23,1,Credit Card,Tue,0
293,56,111,Clothing,38.58,3,21.6,90.74,0,PayPal,Fri,0
294,18,1092,Home,89.6,2,19.7,143.9,1,Debit Card,Fri,0
295,35,62,Home,127.58,4,21.7,399.58,0,Credit Card,Wed,0
296,40,718,Beauty,28.89,2,5.1,54.83,0,Credit Card,Fri,0
297,42,345,Sports,27.4,4,13.2,95.13,0,Credit Card,Tue,0
298,34,11,Beauty,44.83,5,19.2,181.11,0,Credit Card,Mon,0
299,18,6,Clothing,51.77,2,26.5,76.1,0,Credit Card,Mon,0
300,42,500,Electronics,217.47,4,9.6,786.37,0,COD,Thu,0
301,59,95,Sports,30.0,3,35.1,58.41,0,UPI,Tue,0
302,20,82,Sports,54.05,2,28.3,77.51,0,Credit Card,Fri,0
303,48,1145,Electronics,161.94,2,4.2,310.28,0,PayPal,Fri,0
304,34,61,Books,9.36,2,14.3,16.04,0,UPI,Fri,0
305,37,219,Home,85.2,4,31.9,232.08,0,Debit Card,Mon,0
306,25,141,Electronics,182.37,2,22.3,283.4,0,Debit Card,Sun,0
307,34,656,Sports,50.9,3,10.9,136.06,0,Credit Card,Sun,0
308,54,824,Sports,77.73,4,16.8,258.69,1,PayPal,Wed,0
309,45,230,Sports,65.61,3,9.1,178.92,0,Credit Card,Thu,0
310,59,543,Electronics,184.97,5,16.0,776.87,1,Debit Card,Thu,0
311,52,83,Home,80.78,3,24.7,182.48,0,Debit Card,Thu,0
312,43,955,Sports,51.17,3,18.4,125.26,1,UPI,Thu,0
313,59,22,Books,29.11,5,7.7,134.34,0,UPI,Thu,0
314,43,725,Home,113.41,3,41.2,200.06,1,Debit Card,Fri,0
315,48,309,Home,68.48,5,4.9,325.62,0,Credit Card,Thu,0
316,34,337,Electronics,366.53,1,41.5,214.42,0,Debit Card,Tue,0
317,39,632,Books,22.69,3,10.3,61.06,0,Debit Card,Fri,0
318,30,115,Beauty,11.51,6,21.0,54.56,0,Debit Card,Wed,0
319,50,403,Electronics,226.67,2,11.7,400.3,0,Debit Card,Mon,0
320,24,294,Electronics,316.68,1,3.7,304.96,0,Credit Card,Thu,0
321,47,376,Home,108.52,3,3.2,315.14,0,Debit Card,Fri,0
322,36,202,Home,76.71,2,7.0,142.68,1,Debit Card,Tue,0
323,52,43,Clothing,44.05,3,5.8,124.49,0,Debit Card,Sun,0
324,47,883,Electronics,234.17,3,15.7,592.22,1,UPI,Sun,0
325,60,343,Beauty,39.27,2,2.4,76.66,0,PayPal,Tue,0
326,47,185,Clothing,27.42,5,5.3,129.83,0,UPI,Sun,0
327,19,504,Books,3.16,5,13.4,13.68,0,Credit Card,Tue,0
328,37,90,Home,159.1,3,37.4,298.79,0,Debit Card,Sat,0
329,24,1171,Home,82.64,4,44.6,183.13,0,Debit Card,Tue,0
330,32,42,Home,150.03,5,21.2,591.12,0,Credit Card,Wed,0
331,56,331,Books,61.98,2,20.1,99.04,0,Credit Card,Sat,0
332,46,1214,Home,80.56,2,4.8,153.39,1,UPI,Fri,0
333,30,1225,Home,54.39,2,30.1,76.04,1,UPI,Tue,0
334,26,116,Home,74.81,3,18.6,182.69,0,Credit Card,Sun,0
335,38,24,Home,132.22,1,0.4,131.69,0,Credit Card,Thu,0
336,23,217,Home,129.85,4,5.4,491.35,0,Credit Card,Fri,0
337,30,83,Home,194.54,1,45.0,107.0,1,UPI,Sat,0
338,42,243,Home,91.25,2,35.8,117.16,0,PayPal,Thu,0
339,52,92,Electronics,260.98,5,27.9,940.83,0,COD,Wed,0
340,45,14,Books,18.23,2,13.6,31.5,0,COD,Sun,0
341,18,118,Electronics,91.49,2,18.0,150.04,0,Credit Card,Mon,0
342,42,1268,Sports,59.17,3,44.2,99.05,1,Credit Card,Fri,0
343,39,53,Books,12.62,4,10.9,44.98,0,Credit Card,Thu,0
344,43,132,Electronics,275.56,5,9.3,1249.66,0,Debit Card,Wed,0
345,57,215,Books,20.72,1,18.0,16.99,0,UPI,Mon,0
346,18,516,Clothing,34.74,2,9.4,62.95,1,PayPal,Sun,0
347,31,740,Sports,65.89,2,27.8,95.15,0,Credit Card,Sat,0
348,45,340,Sports,68.35,4,5.1,259.46,0,Debit Card,Thu,0
349,19,1202,Beauty,29.51,2,45.0,32.46,1,UPI,Sat,0
350,56,93,Home,183.82,1,32.2,124.63,0,Credit Card,Thu,0
351,42,814,Sports,103.92,2,45.0,114.31,0,Credit Card,Sun,0
352,48,245,Books,20.17,6,7.4,112.06,1,UPI,Tue,0
353,31,537,Beauty,52.69,2,14.3,90.31,0,Debit Card,Sun,0
354,48,50,Electronics,407.65,3,45.0,672.62,0,Credit Card,Sun,0
355,51,324,Sports,57.45,4,18.1,188.21,0,UPI,Sun,0
356,41,425,Books,20.09,2,5.6,37.93,0,UPI,Mon,0
357,41,606,Clothing,44.21,1,6.0,41.56,1,UPI,Wed,0
358,41,2149,Sports,47.88,6,14.4,245.91,1,Debit Card,Sat,0
359,28,1060,Books,8.87,4,38.3,21.89,0,UPI,Thu,0
360,36,252,Sports,95.21,2,14.5,162.81,0,PayPal,Sat,0
361,36,163,Electronics,256.39,3,24.2,583.03,0,Debit Card,Thu,0
362,43,198,Home,77.13,6,6.1,434.55,0,Credit Card,Tue,0
363,50,1445,Books,20.22,3,13.6,52.41,1,COD,Tue,0
364,25,95,Electronics,168.73,2,31.8,230.15,0,Debit Card,Sun,0
365,36,1638,Beauty,28.33,3,2.5,82.87,1,Credit Card,Wed,0
366,56,541,Books,35.58,6,23.0,164.38,1,Credit Card,Thu,0
367,29,182,Clothing,33.3,4,10.7,118.95,0,Debit Card,Sat,0
368,28,868,Books,18.68,3,45.0,30.82,0,Debit Card,Sat,0
369,40,152,Electronics,235.7,4,16.4,788.18,0,Credit Card,Wed,0
